Image Name, Detector, Descriptor, TTC Camera, TTC LIDAR,TTC DIFFERENCE,TTC DIFFERENCE LIDAR VS CAMERA
13, SHITOMASI, BRISK,13.6077,9.42504,4.18266,-4.18266
16, BRISK, ORB,13.0952,8.89867,4.19653,-4.19653
18, ORB, BRIEF,12.7433,8.53557,4.20773,-4.20773
1, ORB, BRIEF,16.5073,12.2891,4.2182,-4.2182
8, BRISK, BRIEF,18.1081,13.7901,4.318,-4.318
14, BRISK, ORB,13.6446,9.30215,4.34245,-4.34245
15, SHITOMASI, BRISK,12.8085,8.3212,4.4873,-4.4873
15, SHITOMASI, BRIEF,12.8595,8.3212,4.5383,-4.5383
8, ORB, ORB,18.3743,13.7901,4.5842,-4.5842
5, BRISK, FREAK,17.321,12.7299,4.5911,-4.5911
15, ORB, BRIEF,13.0251,8.3212,4.7039,-4.7039
9, BRISK, FREAK,16.9709,12.059,4.9119,-4.9119
14, BRISK, BRISK,14.3028,9.30215,5.00065,-5.00065
18, BRISK, BRISK,13.761,8.53557,5.22543,-5.22543
15, BRISK, FREAK,14.1957,8.3212,5.8745,-5.8745
5, BRISK, ORB,18.8106,12.7299,6.0807,-6.0807
13, ORB, BRIEF,15.5928,9.42504,6.16776,-6.16776
9, BRISK, ORB,18.261,12.059,6.202,-6.202
18, BRISK, ORB,14.7757,8.53557,6.24013,-6.24013
9, ORB, FREAK,18.3901,12.059,6.3311,-6.3311
2, BRISK, ORB,19.801,13.3547,6.4463,-6.4463
5, HARRIS, ORB,19.2159,12.7299,6.486,-6.486
6, BRISK, ORB,20.3228,13.7511,6.5717,-6.5717
17, ORB, BRISK,18.7061,11.0301,7.676,-7.676
2, BRISK, FREAK,21.7152,13.3547,8.3605,-8.3605
4, BRISK, BRIEF,22.7733,14.0764,8.6969,-8.6969
10, HARRIS, FREAK,20.5862,11.8642,8.722,-8.722
2, BRISK, BRISK,22.9422,13.3547,9.5875,-9.5875
17, ORB, ORB,21.8692,11.0301,10.8391,-10.8391
13, ORB, BRISK,21.4216,9.42504,11.99656,-11.99656
16, ORB, ORB,22.3258,8.89867,13.42713,-13.42713
5, BRISK, BRISK,26.4305,12.7299,13.7006,-13.7006
12, HARRIS, ORB,23.9071,9.88711,14.01999,-14.01999
12, ORB, BRIEF,24.4668,9.88711,14.57969,-14.57969
18, ORB, ORB,23.3647,8.53557,14.82913,-14.82913
3, ORB, BRISK,31.5313,16.3845,15.1468,-15.1468
15, ORB, BRISK,31.0397,8.3212,22.7185,-22.7185
6, HARRIS, FREAK,39.584,13.7511,25.8329,-25.8329
5, HARRIS, FREAK,39.584,12.7299,26.8541,-26.8541
16, ORB, BRISK,36.1547,8.89867,27.25603,-27.25603
5, ORB, BRIEF,49.9115,12.7299,37.1816,-37.1816
18, ORB, BRISK,50.0669,8.53557,41.53133,-41.53133
10, ORB, BRIEF,63.5468,11.8642,51.6826,-51.6826
9, ORB, BRIEF,66.1635,12.059,54.1045,-54.1045
5, ORB, BRISK,79.3232,12.7299,66.5933,-66.5933
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
,,,,,0,
0, SHITOMASI, BRISK, ,,,
